id;origtext;enabled;is_default;default_terms_id;Group Value
8367;BeanShell;1;0;0;Programming Languages
8369;Apache FOP;1;1;0;Libraries, Frameworks & Software Standards
8371;Zope;1;1;0;Application Platforms
8373;SAP Authorisation;1;1;0;Business Applications
8377;SQR;1;0;0;Programming Languages
8378;Tivoli Configuration Manager;1;1;0;Systems Management
8379;Paint Shop Pro;1;1;0;Applications
8380;CWNA;1;0;0;Qualifications
8390;Snowflake Schema;1;0;0;Database & Business Intelligence
8393;CAPM;1;0;0;Qualifications
8402;Morello;1;0;0;Not Yet Defined
8403;Oracle BRM;1;1;0;Business Applications
8404;NVQ Level 4;1;0;0;Not Yet Defined
8407;CDISC;1;0;0;Not Yet Defined
8408;JRuby;1;1;0;Libraries, Frameworks & Software Standards
8412;SAP PSCD;1;1;0;Business Applications
8415;DOCSIS;1;0;0;Communications & Networking
8416;Laserform;1;0;0;Not Yet Defined
8417;2.5G;1;1;0;Communications & Networking
8420;wxWidgets;1;1;0;Libraries, Frameworks & Software Standards
8421;Vizioncore;1;0;0;Not Yet Defined
8432;OpenSIPS;1;1;0;System Software
8438;Cerner;1;0;0;Vendors
8440;Tektronix;1;0;0;Vendors
8445;Webroot;1;0;0;Vendors
8447;SEEBURGER;1;0;0;Vendors
8451;Unica Affinium;1;0;0;Not Yet Defined
8454;MIMO;1;0;0;Not Yet Defined
8455;Tradeweb;1;0;0;Vendors
8456;Epicor Vantage;1;0;0;Business Applications
8458;X.500;1;1;0;Communications & Networking
8459;Tru64;1;0;0;Operating Systems
8460;EMC TimeFinder;1;1;0;Systems Management
8470;PowerHA;1;0;0;System Software
8471;comScore;1;0;0;Vendors
8479;XMetaL;1;1;0;Applications
8481;CHAP;1;0;0;Communications & Networking
8483;HP Peregrine;1;1;0;Systems Management
8484;Empirix;1;0;0;Vendors
8487;Spring Roo;1;0;5020;Libraries, Frameworks & Software Standards
8490;LynxOS;1;1;0;Operating Systems
8493;SCSA;1;0;0;Qualifications
8494;Progress Actional;1;1;0;Systems Management
8495;Shibboleth;1;0;0;System Software
8496;ZBrush;1;1;0;Applications
8497;Mudbox;1;0;0;Applications
8499;Investran;1;0;0;Not Yet Defined
8506;TIBCO Hawk;1;1;0;Systems Management
8507;Captiva;1;0;0;Application Platforms
8508;Natural/Adabas;1;0;8059;Programming Languages
8514;Oracle ETL;1;1;0;Database & Business Intelligence
8515;SQL CLR;1;1;0;Database & Business Intelligence
8517;Modernizr;1;0;0;Libraries, Frameworks & Software Standards
8525;OSSTMM;1;0;0;Not Yet Defined
8526;AssetCenter;1;0;0;Not Yet Defined
8530;SyncML;1;0;0;Libraries, Frameworks & Software Standards
8531;X.400;1;1;0;Communications & Networking
8532;RSVP;1;1;0;Communications & Networking
8534;EMB Igloo;1;0;0;Not Yet Defined
8538;Optimost;1;0;0;Business Applications
8539;OpenSolaris;1;1;0;Operating Systems
8540;Heroku;1;1;0;Cloud Services
8544;Gentran;1;0;0;Application Platforms
8549;Trixbox;1;0;0;Not Yet Defined
8550;FalconStor;1;0;0;Vendors
8551;Apache CXF;1;1;0;Libraries, Frameworks & Software Standards
8552;Flex Builder;1;1;0;Development Applications
8555;SNA;1;0;0;Communications & Networking
8556;BancTec;1;0;0;Not Yet Defined
8564;SQLAlchemy;1;1;0;Libraries, Frameworks & Software Standards
8568;RIFE;1;0;0;Not Yet Defined
8569;SGI;1;0;0;Not Yet Defined
8570;Kalido;1;0;0;Vendors
8574;FBML;1;0;0;Not Yet Defined
8578;Changepoint;1;0;0;Business Applications
8581;NonStop SQL;1;0;0;Database & Business Intelligence
8582;S/MIME;1;0;0;Communications & Networking
8585;iPlanet;1;0;0;Application Platforms
8587;Podcast;0;0;0;Miscellaneous
8590;Plesk;1;1;0;Systems Management
8599;PL/1;1;1;0;Programming Languages
8601;NBAP;1;0;0;Not Yet Defined
8602;Veritas Storage Foundation;1;1;0;Systems Management
8610;Kronos;1;0;0;Vendors
8621;OSCP;1;0;0;Qualifications
8624;Dialogic;1;0;0;Vendors
8625;CSQA;1;0;0;Qualifications
8626;BMC Performance Manager;1;1;0;Systems Management
8631;OpenAL;1;1;0;Not Yet Defined
8633;SAP MII;1;1;0;Business Applications
8637;yacc;1;1;0;Libraries, Frameworks & Software Standards
8641;SHDSL;1;0;0;Communications & Networking
8644;ICL;1;0;0;Vendors
8645;Intalio;1;0;0;Not Yet Defined
8646;MyEclipse;1;0;0;Development Applications
8649;JNI;1;1;0;Libraries, Frameworks & Software Standards
8653;amfPHP;1;1;0;Development Applications
8655;Kamailio;1;0;0;System Software
8661;OpenVG;1;1;0;Not Yet Defined
8662;Synopsys;1;0;0;Vendors
8666;NHibernate;1;1;0;Libraries, Frameworks & Software Standards
8668;MathWorks;1;0;0;Vendors
8677;OSSEC;1;0;0;Systems Management
8679;tcsh;1;0;0;Programming Languages
8682;HSUPA;1;0;0;Communications & Networking
8696;Savvion;1;0;0;Not Yet Defined
8711;DO-254;1;0;0;Not Yet Defined
8713;ProjectWise;1;0;0;Not Yet Defined
8714;CAPI;1;0;0;Not Yet Defined
8715;PROIV;1;0;0;Development Applications
8719;OpenCms;1;1;0;Not Yet Defined
8720;WBIMB;1;0;0;Not Yet Defined
8729;ISAPI;1;0;0;Not Yet Defined
8742;MXML;1;0;0;Not Yet Defined
8747;FreeRADIUS;1;0;0;System Software
8767;TeleForm;1;0;0;Not Yet Defined
8768;LiquidOffice;1;0;0;Not Yet Defined
8772;ISSAP;1;0;0;Qualifications
8774;Symposium;1;0;0;Communications & Networking
8776;FDDI;1;0;0;Not Yet Defined
8778;i5/OS;1;0;0;Operating Systems
8782;Laserfiche;1;0;0;Vendors
8783;IDEF;1;0;0;Processes & Methodologies
8784;SunGard Stream Clearvision;1;1;0;Business Applications
8788;SilverStripe;1;0;0;Application Platforms
8790;Demantra;1;0;0;Business Applications
8797;MetaTagger;1;0;0;Not Yet Defined
8799;Intershop;1;0;0;Vendors
8801;Clementine;1;0;0;Database & Business Intelligence
8802;UPnP;1;0;0;Communications & Networking
8808;Vectorworks;1;0;0;Not Yet Defined
8821;Oracle UPK;1;1;0;Application Platforms
8823;SYSPRO;1;0;0;Vendors
8825;Valgrind;1;1;0;Development Applications
8828;Clarity;1;1;0;Not Yet Defined
8829;Revit;1;0;0;Applications
8830;CCXML;1;0;0;Libraries, Frameworks & Software Standards
8832;SAS BI;1;1;0;Business Applications
8834;WebInspect;1;0;0;Systems Management
8835;AppScan;1;0;0;Not Yet Defined
8837;Pylons;1;1;0;Libraries, Frameworks & Software Standards
8841;Prolog;1;1;0;Programming Languages
8842;Novadigm;1;0;0;Not Yet Defined
8843;WML;1;1;0;Libraries, Frameworks & Software Standards
8844;Maypole;1;0;0;Not Yet Defined
8845;Mach-II;1;0;0;Not Yet Defined
8850;Elements/Pro;1;0;0;Not Yet Defined
8855;AppleScript;1;1;0;Programming Languages
8856;ImageReady;1;0;0;Not Yet Defined
8858;RepliStor;1;0;0;Not Yet Defined
8862;OMEGAMON;1;0;0;Systems Management
8864;Brady;1;0;0;Vendors
8873;OpenTV;1;1;0;Not Yet Defined
8874;MFGPRO;1;1;0;Business Applications
8875;Cocoon;1;0;0;Libraries, Frameworks & Software Standards
8877;ObjectStore;1;0;0;Not Yet Defined
8885;Sencha Touch;1;1;0;Libraries, Frameworks & Software Standards
8887;Intentia;1;0;0;Not Yet Defined
8888;HSDPA;1;0;0;Communications & Networking
8889;InterBase;1;0;0;Database & Business Intelligence
8891;JProbe;1;1;0;Not Yet Defined
8892;SAP ESA;1;1;0;Processes & Methodologies
8900;OpenROAD;1;1;0;Application Platforms
8901;Intec;1;0;0;Not Yet Defined
8902;cXML;1;0;0;Not Yet Defined
8903;Scalix;1;0;0;Vendors
8904;Sybase IQ;1;1;0;Database & Business Intelligence
8906;Series 60;1;0;0;Not Yet Defined
8908;PTC;1;0;0;Vendors
8912;IMS/DB;1;0;0;Not Yet Defined
8916;ISPF;1;0;0;Libraries, Frameworks & Software Standards
8918;FormScape;1;0;0;Application Platforms
8919;Arduino;1;1;0;Miscellaneous
8920;Merb;1;0;0;Not Yet Defined
8921;Xserve;1;1;0;Not Yet Defined
8922;RubyGems;1;0;5146;Libraries, Frameworks & Software Standards
8923;JSystem;1;0;0;Not Yet Defined
8924;Val IT;1;0;0;Not Yet Defined
8929;Embedded Java;1;1;0;Programming Languages
8932;Kerio;1;0;0;Vendors
8933;Kerio MailServer;1;0;0;System Software
8934;Leostream;1;0;0;Not Yet Defined
8935;Neoview;1;0;0;Database & Business Intelligence
8938;COOL:Gen;1;0;0;Not Yet Defined
8940;BMC Marimba;1;1;0;Not Yet Defined
8941;SAP BC;1;1;0;Business Applications
8945;Maximo;1;1;0;Business Applications
8947;NetCracker;1;0;0;Vendors
8948;WS-I;1;0;0;Not Yet Defined
8949;e-GIF;1;0;0;Processes & Methodologies
8951;Slackware;1;0;0;Not Yet Defined
8952;MAXScript;1;0;0;Programming Languages
8953;Credient;1;0;0;Not Yet Defined
8954;Radianz;1;0;0;Not Yet Defined
8964;CherryPy;1;0;0;Libraries, Frameworks & Software Standards
8969;WebFOCUS;1;0;0;Database & Business Intelligence
8970;ISUP;1;0;0;Communications & Networking
8972;DELMIA;1;0;0;Not Yet Defined
8974;iSOFT;1;0;0;Not Yet Defined
8975;ThreadX;1;0;0;Operating Systems
8976;DFSS;1;0;0;Processes & Methodologies
8978;XDE;1;1;0;Development Applications
8988;Quickr;1;1;0;Application Platforms
8990;QuickFIX;1;0;0;Libraries, Frameworks & Software Standards
8996;DO-160;1;0;0;Not Yet Defined
8997;VisualSVN;1;1;0;Development Applications
9000;Cobertura;1;0;0;Not Yet Defined
9003;CIW;1;0;0;Not Yet Defined
9005;CNE;1;0;0;Qualifications
9006;InterDev;1;0;0;Not Yet Defined
9008;SumTotal;1;0;0;Vendors
9009;WebWork;1;0;0;Libraries, Frameworks & Software Standards
9010;Stata;1;0;0;Applications
9017;StyleCop;1;0;0;Development Applications
9018;Jtest;1;0;0;Not Yet Defined
9019;Tivoli Directory Server;1;1;0;System Software
9021;SyteLine;1;0;0;Business Applications
9027;SAP EDI;1;1;0;Business Applications
9034;Blackboard;1;0;0;Vendors
9035;Sun Identity Manager;1;0;5335;Systems Management
9037;SCNA;1;1;0;Qualifications
9038;Finjan;1;0;0;Vendors
9039;CICS;1;0;0;Application Platforms
9040;Exstream;1;1;0;Business Applications
9041;Exstream Dialogue;1;0;9040;Not Yet Defined
9042;MapBasic;1;0;0;Programming Languages
9045;CRAMM;1;0;0;Processes & Methodologies
9046;CA Endevor;1;0;5731;Systems Management
9050;DCL;1;0;0;Programming Languages
9063;dBASE;1;1;0;Database & Business Intelligence
9066;TIBCO InConcert;1;1;0;Not Yet Defined
9067;IONA;1;0;0;Not Yet Defined
9068;ReportNet;1;0;0;Not Yet Defined
9070;Softphone;1;0;0;Communications & Networking
9071;Stateflow;1;0;0;Applications
9072;PPTP;1;0;0;Communications & Networking
9073;OCX;1;0;0;Libraries, Frameworks & Software Standards
9074;X.21;1;1;0;Communications & Networking
9075;Visual J++;1;1;0;Development Applications
9076;SNIA Certification;1;0;0;Not Yet Defined
9082;AQtime;1;0;0;Development Applications
9085;Smalltalk;1;0;0;Programming Languages
9086;OS/400;1;1;0;Operating Systems
9090;DTCC;1;0;0;Miscellaneous
9096;Servitor;1;0;0;Business Applications
9098;TECHNIDATA;1;0;0;Not Yet Defined
9099;MEDITECH;1;0;0;Not Yet Defined
9100;Apache Cayenne;1;1;0;Libraries, Frameworks & Software Standards
9101;Epicor iScala;1;0;0;Business Applications
9109;Taglibs;1;0;0;Libraries, Frameworks & Software Standards
9111;SAP Travel Management;1;1;0;Business Applications
9112;WMQI;1;1;0;Not Yet Defined
9113;SCSE;1;0;0;Qualifications
9114;NGOSS;1;0;0;Miscellaneous
9115;Axway;1;0;0;Vendors
9117;Canoo;1;1;0;Vendors
9118;CSSLP;1;1;0;Qualifications
9119;ALGOL;1;1;0;Not Yet Defined
9120;IronRuby;1;1;0;Not Yet Defined
9121;Rolfe and Nolan;1;0;0;Business Applications
9126;SAP ECC;1;1;0;Business Applications
9132;SAP BSP;1;1;0;Libraries, Frameworks & Software Standards
9137;Iron Mountain;1;0;0;Not Yet Defined
9138;Open Graph;1;1;0;Libraries, Frameworks & Software Standards
9139;FFmpeg;1;0;0;Libraries, Frameworks & Software Standards
9140;netForensics;1;0;0;Not Yet Defined
9150;CPIM;1;0;0;Qualifications
9151;NorthgateArinso;1;0;0;Not Yet Defined
9163;SMIL;1;0;0;Not Yet Defined
9164;IXOS;1;0;0;Not Yet Defined
9165;SAP SEM;1;1;0;Business Applications
9166;Oracle Collaboration Suite;1;1;0;Application Platforms
9167;SpamAssassin;1;1;0;System Software
9179;Meridio;1;0;0;Vendors
9180;SQLBase;1;1;0;Database & Business Intelligence
9181;Papyrus;1;0;0;Not Yet Defined
9182;StreamWeaver;1;0;0;Not Yet Defined
9187;EFQM;1;0;0;Quality Assurance & Compliance
9188;TDMA;1;0;0;Communications & Networking
9189;Fiorano;1;1;0;Vendors
9190;openSUSE;1;1;0;Operating Systems
9193;MonoDevelop;1;0;0;Not Yet Defined
9196;DbVisualizer;1;0;0;Database & Business Intelligence
9197;Azul;1;0;0;Not Yet Defined
9200;Crystal Dashboard Design;1;1;0;Development Applications
9204;MHEG;1;0;0;Miscellaneous
9205;Oracle Designer;1;1;0;Database & Business Intelligence
9208;WSE;1;0;0;Libraries, Frameworks & Software Standards
9211;NLBS;1;0;0;Not Yet Defined
9213;Shale;1;0;0;Not Yet Defined
9214;Metasploit;1;0;0;Development Applications
9215;Inkscape;1;0;0;Applications
9216;MarketAxess;1;0;0;Vendors
9217;Plumtree;0;0;0;Not Yet Defined
9225;KANA IQ;1;0;0;Not Yet Defined
9226;LiteSpeed;1;0;0;System Software
9228;Kondor+;1;0;0;Business Applications
9234;Palm OS;1;1;0;Operating Systems
9235;OS/2;1;1;0;Operating Systems
9236;Sagent;1;0;0;Vendors
9237;MAPICS;1;0;0;Not Yet Defined
9239;McKesson;1;0;0;Not Yet Defined
9241;IMAC Engineer;1;0;0;Not Yet Defined
9244;Sophis RISQUE;1;0;0;Business Applications
9247;Royalblue;1;0;0;Not Yet Defined
9248;IRCA;1;0;0;Qualifications
9249;CFML;1;0;0;Programming Languages
9250;Uniface;1;0;0;Programming Languages
9253;Infinys;1;0;0;Not Yet Defined
9255;Coverity;1;0;0;Vendors
9267;SAP xMII;1;1;0;Not Yet Defined
9268;Draughtsman;1;0;0;Not Yet Defined
9269;PegaRULES;1;0;0;Application Platforms
9273;ProtoShare;1;0;0;Development Applications
9274;bada;1;0;0;Operating Systems
9275;K2 blackpoint;1;0;0;Not Yet Defined
9281;OnBase;1;0;0;Application Platforms
9282;ArcSDE;1;0;0;Not Yet Defined
9285;MSI Packager;1;0;0;Not Yet Defined
9287;OVIS;1;0;0;Not Yet Defined
9292;Caplin;1;0;0;Vendors
9294;LLPG;1;0;0;Not Yet Defined
9295;NLPG;1;0;0;Miscellaneous
9297;Aquila;1;0;0;Not Yet Defined
9298;Nortel Periphonics;1;1;0;Not Yet Defined
9299;SPML;1;0;0;Libraries, Frameworks & Software Standards
9300;XMLUnit;1;1;0;Development Applications
9301;HOLAP;1;0;0;Not Yet Defined
9305;Watij;1;1;0;Development Applications
9310;Perimeter Security;1;0;0;Not Yet Defined
9312;Expression Web;1;0;0;Development Applications
9314;CORE IMPACT;1;0;0;Systems Management
9319;Sahi;1;0;0;Development Applications
9323;qooxdoo;1;1;0;Not Yet Defined
9325;Oracle Statspack;1;1;0;Systems Management
9326;IT2;1;0;0;Vendors
9328;Altova;1;0;9386;Vendors
9331;Windows Storage Server;1;1;0;Systems Management
9332;MyFaces;1;0;0;Not Yet Defined
9343;HP Storage;1;1;0;Systems Management
9350;Actel;1;0;0;Vendors
9351;Lattice Semiconductor;1;0;0;Not Yet Defined
9352;Solid Edge;1;0;0;Applications
9354;Joomla!;1;0;5717;Application Platforms
9355;AngularJS;1;1;0;Libraries, Frameworks & Software Standards
9356;Angular;1;0;9355;Libraries, Frameworks & Software Standards
9357;KnockoutJS;1;1;0;Libraries, Frameworks & Software Standards
9358;Knockout;1;0;9357;Libraries, Frameworks & Software Standards
9359;EmberJS;1;1;0;Libraries, Frameworks & Software Standards
9360;Google Web Toolkit;1;0;5648;Libraries, Frameworks & Software Standards
9361;3D Studio Max;1;0;7455;Applications
9362;Adobe Flash;1;0;5117;Applications
9363;JDE;1;0;5891;Vendors
9364;Oracle DWH;1;0;7652;Database & Business Intelligence
9365;AS/400;1;0;5725;Miscellaneous
9366;Adobe Acrobat;1;1;0;Applications
9367;VisualC++;1;1;0;Programming Languages
9368;Windows 8;1;1;0;Operating Systems
9369;JEE;1;1;0;Libraries, Frameworks & Software Standards
9370;BO;1;0;5424;Database & Business Intelligence
9371;BackboneJS;1;1;0;Libraries, Frameworks & Software Standards
9372;Backbone;1;0;9371;Libraries, Frameworks & Software Standards
9373;Angluar.js;1;0;9355;Libraries, Frameworks & Software Standards
9374;Knockout.js;1;0;9357;Libraries, Frameworks & Software Standards
9375;Grid;1;0;5784;Miscellaneous
9376;Guice;1;0;6979;Libraries, Frameworks & Software Standards
9377;HPUX;1;0;5527;Operating Systems
9378;HP Unix;1;0;5527;Operating Systems
9379;MyBatis;1;0;6822;Libraries, Frameworks & Software Standards
9380;MyBatis.net;1;0;6822;Libraries, Frameworks & Software Standards
9381;Oracle Business Intelligence Enterprise Edition;1;0;7464;Database & Business Intelligence
9382;Peregrine;1;0;8483;Vendors
9383;MacOS;1;0;6207;Operating Systems
9384;TFS;1;1;5213;Development Applications
9385;BIRT;1;1;0;Not Yet Defined
9386;XML Spy;1;1;0;Not Yet Defined
9387;Oracle Data Guard;1;1;0;Not Yet Defined
9388;Bash shell script;1;1;5297;Programming Languages
9389;OCM;1;1;0;Not Yet Defined
9390;Cassandra;1;0;6233;Database & Business Intelligence
9391;Scrum;1;1;0;Processes & Methodologies
9392;Waterfall;1;1;0;Processes & Methodologies
9393;RhinoMocks;1;0;5273;Libraries, Frameworks & Software Standards
9394;HTML 5;1;0;5099;Libraries, Frameworks & Software Standards
9395;Dart;1;1;0;Not Yet Defined
9396;MariaDB;1;1;0;Database & Business Intelligence
9397;Mustache.JS;1;0;9397;Libraries, Frameworks & Software Standards
9398;MustacheJS;1;1;0;Libraries, Frameworks & Software Standards
9399;Mustache;1;0;9397;Libraries, Frameworks & Software Standards
9401;JavaServer Faces;1;0;5583;Libraries, Frameworks & Software Standards
9402;JavaServerFaces;1;0;5583;Libraries, Frameworks & Software Standards
9403;RequireJS;1;1;0;Libraries, Frameworks & Software Standards
9404;Require.JS;1;0;9403;Libraries, Frameworks & Software Standards
9405;Resource Reservation Protocol;1;0;8532;Communications & Networking
9406;PhoneGap;1;1;0;Libraries, Frameworks & Software Standards
9407;NumPy;1;1;0;Libraries, Frameworks & Software Standards
9408;SciPy;1;1;0;Libraries, Frameworks & Software Standards
9409;Microsoft SQL Server;1;0;4969;Database & Business Intelligence
9410;Oracle Database Server;1;1;0;Database & Business Intelligence
9411;SVN;1;0;5060;Development Applications
9412;Xamarin;1;1;0;Libraries, Frameworks & Software Standards
9413;Microsoft Azure;1;1;0;Cloud Services
9414;Zepto.JS;1;0;9415;Libraries, Frameworks & Software Standards
9415;ZeptoJS;1;1;0;Libraries, Frameworks & Software Standards
9416;Munin;1;1;0;Systems Management
9417;Jenkins;1;1;0;Development Applications
9418;JenkinsCI;1;0;9417;Development Applications
9419;Bootstrap;1;1;0;Libraries, Frameworks & Software Standards
9420;AWS Elastic Beanstalk;1;1;0;Development Applications
9421;AWS ElastiCache;1;1;0;Cloud Services
9422;Liquibase;1;1;0;Development Applications
9423;Crucible;1;1;0;Development Applications
9424;Fisheye;1;0;9423;Development Applications
9425;Rietveld;1;1;0;Development Applications
9426;RhodeCode;1;1;0;Development Applications
9427;Review Board;1;1;0;Development Applications
9428;ReviewBoard;1;0;9427;Development Applications
9429;Atlassian Crucible;1;0;9423;Development Applications
9430;Gerrit;1;1;0;Development Applications
9431;Phabricator Differential ;1;1;0;Development Applications
9432;Phabricator;1;1;0;Vendors
9433;Flyway;1;1;0;Development Applications
9434;Docker;1;1;0;System Software
9435;LXC;1;1;0;System Software
9436;LXD;1;1;0;System Software
9437;LXCFS;1;1;0;System Software
9438;CGManager;1;1;0;System Software
9439;Ansible;1;1;0;Systems Management
9440;Chef;1;1;0;Systems Management
9441;ReactJS;1;1;0;Libraries, Frameworks & Software Standards
9442;React.JS;1;0;9441;Libraries, Frameworks & Software Standards
9443;React;1;0;9441;Libraries, Frameworks & Software Standards
9444;PostScript;1;1;0;Programming Languages
9445;ZFS;1;1;0;Systems Management
9445;OpenZFS;1;0;9445;Systems Management
9447;Bottle;1;1;0;Libraries, Frameworks & Software Standards
9448;Mac OSX;1;0;5658;Operating Systems
9449;Appium;1;1;0;Development Applications
9450;Ranorex;1;1;0;Development Applications
9451;SeeTest;1;1;0;Development Applications
9452;Robotium;1;1;0;Development Applications
9453;MonkeyRunner;1;1;0;Development Applications
9454;Adabas;1;0;8059;Programming Languages
9455;OSX;1;0;5658;Operating Systems
9456;Swift;1;1;0;Programming Languages
